                   x                   y                   u                   w                 rho                   T                   p                  mu                 mut                  yp                   k                 eps                  v2                  om                nuSA              alphat                 Prt                  kt                epst                 Pkt               qwall                ttau               twall                tauw                utau               yplus               tplus               uplus               resKt               resEt
   0.6718750000E+001   0.8465871592E+000   0.0000000000E+000   0.1211202597E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.5057747102E-001   0.6059807212E+002   0.2692041888E+001   0.1287478922E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.5056711933E-001   0.1000204712E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.6059807212E+002                 NaN   0.1211202597E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.8504736931E+000   0.0000000000E+000   0.1204944107E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.4974939534E-001   0.5906289123E+002   0.2706599688E+001   0.1320551484E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.4973904402E-001   0.1000208113E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.5906289123E+002                 NaN   0.1204944107E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.8542847945E+000   0.0000000000E+000   0.1198680555E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.4891679130E-001   0.5755750619E+002   0.2721114134E+001   0.1354503227E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.4890644038E-001   0.1000211647E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.5755750619E+002                 NaN   0.1198680555E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.8580214817E+000   0.0000000000E+000   0.1192411188E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.4807952420E-001   0.5608151473E+002   0.2735594722E+001   0.1389364992E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.4806917369E-001   0.1000215325E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.5608151473E+002                 NaN   0.1192411188E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.8616847795E+000   0.0000000000E+000   0.1186135125E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.4723745866E-001   0.5463451212E+002   0.2750050743E+001   0.1425169092E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.4722710857E-001   0.1000219156E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.5463451212E+002                 NaN   0.1186135125E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.8652757175E+000   0.0000000000E+000   0.1179851346E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.4639046318E-001   0.5321609158E+002   0.2764491237E+001   0.1461949386E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.4638011353E-001   0.1000223148E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.5321609158E+002                 NaN   0.1179851346E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.8687953297E+000   0.0000000000E+000   0.1173558692E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.4553841476E-001   0.5182584478E+002   0.2778924934E+001   0.1499741372E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.4552806557E-001   0.1000227314E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.5182584478E+002                 NaN   0.1173558692E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.8722446528E+000   0.0000000000E+000   0.1167255851E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.4468120344E-001   0.5046336216E+002   0.2793360197E+001   0.1538582271E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.4467085474E-001   0.1000231666E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.5046336216E+002                 NaN   0.1167255851E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.8756247257E+000   0.0000000000E+000   0.1160941360E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.4381873687E-001   0.4912823335E+002   0.2807804963E+001   0.1578511121E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.4380838867E-001   0.1000236215E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.4912823335E+002                 NaN   0.1160941360E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.8789365885E+000   0.0000000000E+000   0.1154613591E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.4295094477E-001   0.4782004756E+002   0.2822266678E+001   0.1619568878E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.4294059710E-001   0.1000240976E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.4782004756E+002                 NaN   0.1154613591E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.8821812813E+000   0.0000000000E+000   0.1148270749E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.4207778324E-001   0.4653839388E+002   0.2836752226E+001   0.1661798519E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.4206743613E-001   0.1000245965E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.4653839388E+002                 NaN   0.1148270749E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.8853598438E+000   0.0000000000E+000   0.1141910862E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.4119923894E-001   0.4528286169E+002   0.2851267861E+001   0.1705245147E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.4118889241E-001   0.1000251197E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.4528286169E+002                 NaN   0.1141910862E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.8884733141E+000   0.0000000000E+000   0.1135531775E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.4031533297E-001   0.4405304092E+002   0.2865819126E+001   0.1749956105E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.4030498705E-001   0.1000256691E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.4405304092E+002                 NaN   0.1135531774E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.8915227281E+000   0.0000000000E+000   0.1129131140E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.3942612457E-001   0.4284852239E+002   0.2880410766E+001   0.1795981089E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.3941577930E-001   0.1000262465E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.4284852239E+002                 NaN   0.1129131140E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.8945091188E+000   0.0000000000E+000   0.1122706412E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.3853171447E-001   0.4166889810E+002   0.2895046643E+001   0.1843372274E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.3852136988E-001   0.1000268542E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.4166889810E+002                 NaN   0.1122706412E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.8974335152E+000   0.0000000000E+000   0.1116254833E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.3763224792E-001   0.4051376149E+002   0.2909729628E+001   0.1892184432E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.3762190404E-001   0.1000274943E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.4051376149E+002                 NaN   0.1116254833E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.9002969425E+000   0.0000000000E+000   0.1109773426E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.3672791731E-001   0.3938270773E+002   0.2924461495E+001   0.1942475062E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.3671757418E-001   0.1000281694E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.3938270773E+002                 NaN   0.1109773426E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.9031004204E+000   0.0000000000E+000   0.1103258987E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.3581896447E-001   0.3827533396E+002   0.2939242800E+001   0.1994304514E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.3580862213E-001   0.1000288823E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.3827533396E+002                 NaN   0.1103258986E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.9058449633E+000   0.0000000000E+000   0.1096708065E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.3490568245E-001   0.3719123950E+002   0.2954072740E+001   0.2047736122E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.3489534095E-001   0.1000296358E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.3719123950E+002                 NaN   0.1096708065E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.9085315795E+000   0.0000000000E+000   0.1090116958E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.3398841693E-001   0.3613002611E+002   0.2968949011E+001   0.2102836333E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.3397807631E-001   0.1000304332E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.3613002611E+002                 NaN   0.1090116958E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.9111612704E+000   0.0000000000E+000   0.1083481695E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.3306756711E-001   0.3509129820E+002   0.2983867630E+001   0.2159674827E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.3305722743E-001   0.1000312781E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.3509129820E+002                 NaN   0.1083481695E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.9137350304E+000   0.0000000000E+000   0.1076798018E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.3214358619E-001   0.3407466298E+002   0.2998822751E+001   0.2218324641E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.3213324751E-001   0.1000321744E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.3407466298E+002                 NaN   0.1076798018E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.9162538463E+000   0.0000000000E+000   0.1070061372E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.3121698134E-001   0.3307973070E+002   0.3013806451E+001   0.2278862280E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.3120664372E-001   0.1000331263E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.3307973070E+002                 NaN   0.1070061371E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.9187186968E+000   0.0000000000E+000   0.1063266877E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.3028831317E-001   0.3210611479E+002   0.3028808483E+001   0.2341367817E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.3027797668E-001   0.1000341387E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.3210611479E+002                 NaN   0.1063266877E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.9211305519E+000   0.0000000000E+000   0.1056409317E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.2935819481E-001   0.3115343202E+002   0.3043816010E+001   0.2405924970E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.2934785952E-001   0.1000352165E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.3115343202E+002                 NaN   0.1056409317E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.9234903730E+000   0.0000000000E+000   0.1049483111E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.2842729046E-001   0.3022130267E+002   0.3058813292E+001   0.2472621162E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.2841695645E-001   0.1000363657E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.3022130267E+002                 NaN   0.1049483110E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.9257991123E+000   0.0000000000E+000   0.1042482286E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.2749631356E-001   0.2930935066E+002   0.3073781330E+001   0.2541547544E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.2748598091E-001   0.1000375924E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.2930935066E+002                 NaN   0.1042482286E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.9280577122E+000   0.0000000000E+000   0.1035400455E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.2656602450E-001   0.2841720369E+002   0.3088697471E+001   0.2612798979E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.2655569331E-001   0.1000389039E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.2841720369E+002                 NaN   0.1035400455E+002   0.0000000000E+000   0.0000000000E+000
   0.6718750000E+001   0.9302671056E+000   0.0000000000E+000   0.1028230781E+002   0.1000000000E+001   0.0000000000E+000  -0.0000000000E+000   0.2531645570E-002   0.2563722798E-001   0.2754449330E+002   0.3103534949E+001   0.2686473968E+002   0.6666666667E-001   0.0000000000E+000   0.0000000000E+000   0.2562689835E-001   0.1000403078E+001   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   0.1000000000E+001   0.1000000000E+001   0.1000000000E+001   0.2754449330E+002                 NaN   0.1028230781E+002   0.0000000000E+000   0.0000000000E+000
